date,exchange_rate_to_euro,country,currency
2023-12-15,0.91,USA,USD
2023-12-18,0.61,Australia,AUD
2023-12-18,0.19,Brazil,BRL
2023-12-18,0.68,Canada,CAD
2023-12-18,0.13,Denmark,DKK
2023-12-18,0.01,Japan,JPY
2023-12-18,0.09,Norway,NOK
2023-12-18,0.69,Singapore,SGD
2023-12-18,0.09,Sweden,SEK
2023-12-18,1.16,UK,GBP
2023-12-18,0.92,USA,USD
2023-12-19,0.61,Australia,AUD
2023-12-19,0.19,Brazil,BRL
2023-12-19,0.68,Canada,CAD
2023-12-19,0.13,Denmark,DKK
2023-12-19,0.01,Japan,JPY
2023-12-19,0.09,Norway,NOK
2023-12-19,0.68,Singapore,SGD
2023-12-19,0.09,Sweden,SEK
2023-12-19,1.16,UK,GBP
2023-12-19,0.91,USA,USD
2023-12-20,0.62,Australia,AUD
2023-12-20,0.19,Brazil,BRL
2023-12-20,0.69,Canada,CAD
2023-12-20,0.13,Denmark,DKK
2023-12-20,0.01,Japan,JPY
2023-12-20,0.09,Norway,NOK
2023-12-20,0.69,Singapore,SGD
2023-12-20,0.09,Sweden,SEK
2023-12-20,1.16,UK,GBP
2023-12-20,0.91,USA,USD
2023-12-21,0.61,Australia,AUD
2023-12-21,0.19,Brazil,BRL
2023-12-21,0.68,Canada,CAD
2023-12-21,0.13,Denmark,DKK
2023-12-21,0.01,Japan,JPY
2023-12-21,0.09,Norway,NOK
2023-12-21,0.68,Singapore,SGD
2023-12-21,0.09,Sweden,SEK
2023-12-21,1.15,UK,GBP
2023-12-21,0.91,USA,USD
2023-12-22,0.62,Australia,AUD
2023-12-22,0.19,Brazil,BRL
2023-12-22,0.68,Canada,CAD
2023-12-22,0.13,Denmark,DKK
2023-12-22,0.01,Japan,JPY
2023-12-22,0.09,Norway,NOK
2023-12-22,0.68,Singapore,SGD
2023-12-22,0.09,Sweden,SEK
2023-12-22,1.16,UK,GBP
2023-12-22,0.91,USA,USD
2023-12-26,0.64,Australia,AUD
2023-12-26,0.64,Brazil,BRL
2023-12-26,0.64,Canada,CAD
2023-12-26,0.64,Denmark,DKK
2023-12-26,0.64,Japan,JPY
2023-12-26,0.64,Norway,NOK
2023-12-26,0.64,Singapore,SGD
2023-12-26,0.64,Sweden,SEK
2023-12-26,0.64,UK,GBP
2023-12-26,0.64,USA,USD
2024-01-02,0.62,Australia,AUD
2024-01-02,0.19,Brazil,BRL
2024-01-02,0.69,Canada,CAD
2024-01-02,0.13,Denmark,DKK
2024-01-02,1,Japan,JPY
2024-01-02,0.09,Norway,NOK
2024-01-02,0.69,Singapore,SGD
2024-01-02,0.09,Sweden,SEK
2024-01-02,1.16,UK,GBP
2024-01-02,0.91,USA,USD
2024-01-03,0.62,Australia,AUD
2024-01-03,0.19,Brazil,BRL
2024-01-03,0.69,Canada,CAD
2024-01-03,0.13,Denmark,DKK
2024-01-03,1,Japan,JPY
2024-01-03,0.09,Norway,NOK
2024-01-03,0.69,Singapore,SGD
2024-01-03,0.09,Sweden,SEK
2024-01-03,1.16,UK,GBP
2024-01-03,0.92,USA,USD
2024-01-04,0.62,Australia,AUD
2024-01-04,0.19,Brazil,BRL
2024-01-04,0.68,Canada,CAD
2024-01-04,0.13,Denmark,DKK
2024-01-04,0.01,Japan,JPY
2024-01-04,0.09,Norway,NOK
2024-01-04,0.69,Singapore,SGD
2024-01-04,0.09,Sweden,SEK
2024-01-04,1.16,UK,GBP
2024-01-04,0.91,USA,USD
2024-01-05,0.61,Australia,AUD
2024-01-05,0.19,Brazil,BRL
2024-01-05,0.69,Canada,CAD
2024-01-05,0.13,Denmark,DKK
2024-01-05,0.01,Japan,JPY
2024-01-05,0.09,Norway,NOK
2024-01-05,0.69,Singapore,SGD
2024-01-05,0.09,Sweden,SEK
2024-01-05,1.16,UK,GBP
2024-01-05,0.92,USA,USD
2024-01-08,0.61,Australia,AUD
2024-01-08,0.19,Brazil,BRL
2024-01-08,0.68,Canada,CAD
2024-01-08,0.68,Denmark,DKK
2024-01-08,1,Japan,JPY
2024-01-08,0.09,Norway,NOK
2024-01-08,0.69,Singapore,SGD
2024-01-08,0.09,Sweden,SEK
2024-01-08,1.16,UK,GBP
2024-01-08,0.91,USA,USD
2024-01-09,0.61,Australia,AUD
2024-01-09,0.19,Brazil,BRL
2024-01-09,0.68,Canada,CAD
2024-01-09,0.13,Denmark,DKK
2024-01-09,0.01,Japan,JPY
2024-01-09,0.09,Norway,NOK
2024-01-09,0.69,Singapore,SGD
2024-01-09,0.09,Sweden,SEK
2024-01-09,1.16,UK,GBP
2024-01-09,0.91,USA,USD
2024-01-10,0.61,Australia,AUD
2024-01-10,0.19,Brazil,BRL
2024-01-10,0.68,Canada,CAD
2024-01-10,0.13,Denmark,DKK
2024-01-10,0.01,Japan,JPY
2024-01-10,0.09,Norway,NOK
2024-01-10,0.69,Singapore,SGD
2024-01-10,0.09,Sweden,SEK
2024-01-10,1.16,UK,GBP
2024-01-10,0.91,USA,USD
2024-01-11,0.61,Australia,AUD
2024-01-11,0.19,Brazil,BRL
2024-01-11,0.68,Canada,CAD
2024-01-11,0.13,Denmark,DKK
2024-01-11,0.01,Japan,JPY
2024-01-11,0.09,Norway,NOK
2024-01-11,0.68,Singapore,SGD
2024-01-11,0.09,Sweden,SEK
2024-01-11,1.16,UK,GBP
2024-01-11,0.91,USA,USD
2024-01-12,0.61,Australia,AUD
2024-01-12,0.19,Brazil,BRL
2024-01-12,0.68,Canada,CAD
2024-01-12,0.13,Denmark,DKK
2024-01-12,0.01,Japan,JPY
2024-01-12,0.09,Norway,NOK
2024-01-12,0.69,Singapore,SGD
2024-01-12,0.09,Sweden,SEK
2024-01-12,1.16,UK,GBP
2024-01-12,0.91,USA,USD
2024-01-16,0.61,Australia,AUD
2024-01-16,0.19,Brazil,BRL
2024-01-16,0.68,Canada,CAD
2024-01-16,0.13,Denmark,DKK
2024-01-16,0.01,Japan,JPY
2024-01-16,0.09,Norway,NOK
2024-01-16,0.69,Singapore,SGD
2024-01-16,0.09,Sweden,SEK
2024-01-16,1.16,UK,GBP
2024-01-16,0.92,USA,USD
2024-01-17,0.6,Australia,AUD
2024-01-17,0.19,Brazil,BRL
2024-01-17,0.68,Canada,CAD
2024-01-17,0.13,Denmark,DKK
2024-01-17,0.01,Japan,JPY
2024-01-17,0.09,Norway,NOK
2024-01-17,0.68,Singapore,SGD
2024-01-17,0.09,Sweden,SEK
2024-01-17,1.17,UK,GBP
2024-01-17,0.92,USA,USD
2024-01-18,0.6,Australia,AUD
2024-01-18,0.19,Brazil,BRL
2024-01-18,0.68,Canada,CAD
2024-01-18,0.13,Denmark,DKK
2024-01-18,0.01,Japan,JPY
2024-01-18,0.09,Norway,NOK
2024-01-18,0.68,Singapore,SGD
2024-01-18,0.09,Sweden,SEK
2024-01-18,1.17,UK,GBP
2024-01-18,0.92,USA,USD
2024-01-19,0.6,Australia,AUD
2024-01-19,0.19,Brazil,BRL
2024-01-19,0.68,Canada,CAD
2024-01-19,0.13,Denmark,DKK
2024-01-19,0.01,Japan,JPY
2024-01-19,0.09,Norway,NOK
2024-01-19,0.68,Singapore,SGD
2024-01-19,0.09,Sweden,SEK
2024-01-19,1.16,UK,GBP
2024-01-19,0.92,USA,USD
2024-01-22,0.61,Australia,AUD
2024-01-22,0.19,Brazil,BRL
2024-01-22,0.68,Canada,CAD
2024-01-22,0.13,Denmark,DKK
2024-01-22,0.01,Japan,JPY
2024-01-22,0.09,Norway,NOK
2024-01-22,0.69,Singapore,SGD
2024-01-22,0.09,Sweden,SEK
2024-01-22,1.17,UK,GBP
2024-01-22,0.92,USA,USD
2024-01-23,0.61,Australia,AUD
2024-01-23,0.19,Brazil,BRL
2024-01-23,0.68,Canada,CAD
2024-01-23,0.13,Denmark,DKK
2024-01-23,0.01,Japan,JPY
2024-01-23,0.09,Norway,NOK
2024-01-23,0.69,Singapore,SGD
2024-01-23,0.09,Sweden,SEK
2024-01-23,1.17,UK,GBP
2024-01-23,0.92,USA,USD
2024-01-24,0.6,Australia,AUD
2024-01-24,0.19,Brazil,BRL
2024-01-24,0.68,Canada,CAD
2024-01-24,0.13,Denmark,DKK
2024-01-24,0.01,Japan,JPY
2024-01-24,0.09,Norway,NOK
2024-01-24,0.68,Singapore,SGD
2024-01-24,0.09,Sweden,SEK
2024-01-24,1.17,UK,GBP
2024-01-24,0.92,USA,USD
2024-01-25,0.6,Australia,AUD
2024-01-25,0.19,Brazil,BRL
2024-01-25,0.68,Canada,CAD
2024-01-25,0.13,Denmark,DKK
2024-01-25,0.01,Japan,JPY
2024-01-25,0.09,Norway,NOK
2024-01-25,0.68,Singapore,SGD
2024-01-25,0.09,Sweden,SEK
2024-01-25,1.17,UK,GBP
2024-01-25,0.92,USA,USD
2024-01-26,0.64,Australia,AUD
2024-01-26,0.19,Brazil,BRL
2024-01-26,0.68,Canada,CAD
2024-01-26,0.13,Denmark,DKK
2024-01-26,0.01,Japan,JPY
2024-01-26,0.09,Norway,NOK
2024-01-26,0.69,Singapore,SGD
2024-01-26,0.09,Sweden,SEK
2024-01-26,1.17,UK,GBP
2024-01-26,0.92,USA,USD
2024-01-29,0.61,Australia,AUD
2024-01-29,0.19,Brazil,BRL
2024-01-29,0.69,Canada,CAD
2024-01-29,0.13,Denmark,DKK
2024-01-29,0.01,Japan,JPY
2024-01-29,0.09,Norway,NOK
2024-01-29,0.69,Singapore,SGD
2024-01-29,0.09,Sweden,SEK
2024-01-29,1.17,UK,GBP
2024-01-29,0.92,USA,USD
2024-01-30,0.61,Australia,AUD
2024-01-30,0.19,Brazil,BRL
2024-01-30,0.69,Canada,CAD
2024-01-30,0.13,Denmark,DKK
2024-01-30,0.01,Japan,JPY
2024-01-30,0.09,Norway,NOK
2024-01-30,0.69,Singapore,SGD
2024-01-30,0.09,Sweden,SEK
2024-01-30,1.17,UK,GBP
2024-01-30,0.92,USA,USD
2024-01-31,0.61,Australia,AUD
2024-01-31,0.19,Brazil,BRL
2024-01-31,0.69,Canada,CAD
2024-01-31,0.13,Denmark,DKK
2024-01-31,0.01,Japan,JPY
2024-01-31,0.09,Norway,NOK
2024-01-31,0.69,Singapore,SGD
2024-01-31,0.09,Sweden,SEK
2024-01-31,1.17,UK,GBP
2024-01-31,0.92,USA,USD
2024-02-01,0.61,Australia,AUD
2024-02-01,0.19,Brazil,BRL
2024-02-01,0.69,Canada,CAD
2024-02-01,0.13,Denmark,DKK
2024-02-01,0.01,Japan,JPY
2024-02-01,0.09,Norway,NOK
2024-02-01,0.69,Singapore,SGD
2024-02-01,0.09,Sweden,SEK
2024-02-01,1.17,UK,GBP
2024-02-01,0.92,USA,USD
2024-02-02,0.61,Australia,AUD
2024-02-02,0.19,Brazil,BRL
2024-02-02,0.68,Canada,CAD
2024-02-02,0.13,Denmark,DKK
2024-02-02,0.01,Japan,JPY
2024-02-02,0.09,Norway,NOK
2024-02-02,0.69,Singapore,SGD
2024-02-02,0.09,Sweden,SEK
2024-02-02,1.17,UK,GBP
2024-02-02,0.92,USA,USD
2024-02-05,0.61,Australia,AUD
2024-02-05,0.19,Brazil,BRL
2024-02-05,0.69,Canada,CAD
2024-02-05,0.13,Denmark,DKK
2024-02-05,0.01,Japan,JPY
2024-02-05,0.09,Norway,NOK
2024-02-05,0.69,Singapore,SGD
2024-02-05,0.09,Sweden,SEK
2024-02-05,1.17,UK,GBP
2024-02-05,0.93,USA,USD
2024-02-06,0.61,Australia,AUD
2024-02-06,0.19,Brazil,BRL
2024-02-06,0.69,Canada,CAD
2024-02-06,0.13,Denmark,DKK
2024-02-06,0.01,Japan,JPY
2024-02-06,0.09,Norway,NOK
2024-02-06,0.69,Singapore,SGD
2024-02-06,0.09,Sweden,SEK
2024-02-06,1.17,UK,GBP
2024-02-06,0.93,USA,USD
2024-02-07,0.61,Australia,AUD
2024-02-07,0.19,Brazil,BRL
2024-02-07,0.69,Canada,CAD
2024-02-07,0.13,Denmark,DKK
2024-02-07,0.01,Japan,JPY
2024-02-07,0.09,Norway,NOK
2024-02-07,0.69,Singapore,SGD
2024-02-07,0.09,Sweden,SEK
2024-02-07,1.17,UK,GBP
2024-02-07,0.93,USA,USD
2024-02-08,0.61,Australia,AUD
2024-02-08,0.19,Brazil,BRL
2024-02-08,0.69,Canada,CAD
2024-02-08,0.13,Denmark,DKK
2024-02-08,0.01,Japan,JPY
2024-02-08,0.09,Norway,NOK
2024-02-08,0.69,Singapore,SGD
2024-02-08,0.09,Sweden,SEK
2024-02-08,1.17,UK,GBP
2024-02-08,0.93,USA,USD
2024-02-09,0.6,Australia,AUD
2024-02-09,0.19,Brazil,BRL
2024-02-09,0.69,Canada,CAD
2024-02-09,0.13,Denmark,DKK
2024-02-09,0.01,Japan,JPY
2024-02-09,0.09,Norway,NOK
2024-02-09,0.69,Singapore,SGD
2024-02-09,0.09,Sweden,SEK
2024-02-09,1.17,UK,GBP
2024-02-09,0.93,USA,USD
2024-02-12,0.61,Australia,AUD
2024-02-12,0.61,Brazil,BRL
2024-02-12,0.69,Canada,CAD
2024-02-12,0.13,Denmark,DKK
2024-02-12,1,Japan,JPY
2024-02-12,0.09,Norway,NOK
2024-02-12,0.09,Singapore,SGD
2024-02-12,0.09,Sweden,SEK
2024-02-12,1.17,UK,GBP
2024-02-12,0.93,USA,USD
2024-02-13,0.6,Australia,AUD
2024-02-13,0.6,Brazil,BRL
2024-02-13,0.68,Canada,CAD
2024-02-13,0.13,Denmark,DKK
2024-02-13,0.01,Japan,JPY
2024-02-13,0.09,Norway,NOK
2024-02-13,0.69,Singapore,SGD
2024-02-13,0.09,Sweden,SEK
2024-02-13,1.17,UK,GBP
2024-02-13,0.93,USA,USD
2024-02-14,0.6,Australia,AUD
2024-02-14,0.19,Brazil,BRL
2024-02-14,0.69,Canada,CAD
2024-02-14,0.13,Denmark,DKK
2024-02-14,0.01,Japan,JPY
2024-02-14,0.09,Norway,NOK
2024-02-14,0.69,Singapore,SGD
2024-02-14,0.09,Sweden,SEK
2024-02-14,1.17,UK,GBP
2024-02-14,0.93,USA,USD
2024-02-15,0.6,Australia,AUD
2024-02-15,0.19,Brazil,BRL
2024-02-15,0.69,Canada,CAD
2024-02-15,0.13,Denmark,DKK
2024-02-15,0.01,Japan,JPY
2024-02-15,0.09,Norway,NOK
2024-02-15,0.69,Singapore,SGD
2024-02-15,0.09,Sweden,SEK
2024-02-15,1.17,UK,GBP
2024-02-15,0.93,USA,USD
2024-02-16,0.61,Australia,AUD
2024-02-16,0.19,Brazil,BRL
2024-02-16,0.69,Canada,CAD
2024-02-16,0.13,Denmark,DKK
2024-02-16,0.01,Japan,JPY
2024-02-16,0.09,Norway,NOK
2024-02-16,0.69,Singapore,SGD
2024-02-16,0.09,Sweden,SEK
2024-02-16,1.17,UK,GBP
2024-02-16,0.93,USA,USD
2024-02-20,0.6,Australia,AUD
2024-02-20,0.19,Brazil,BRL
2024-02-20,0.68,Canada,CAD
2024-02-20,0.13,Denmark,DKK
2024-02-20,0.01,Japan,JPY
2024-02-20,0.09,Norway,NOK
2024-02-20,0.69,Singapore,SGD
2024-02-20,0.09,Sweden,SEK
2024-02-20,1.17,UK,GBP
2024-02-20,0.93,USA,USD
2024-02-21,0.61,Australia,AUD
2024-02-21,0.19,Brazil,BRL
2024-02-21,0.68,Canada,CAD
2024-02-21,0.13,Denmark,DKK
2024-02-21,0.01,Japan,JPY
2024-02-21,0.09,Norway,NOK
2024-02-21,0.69,Singapore,SGD
2024-02-21,0.09,Sweden,SEK
2024-02-21,1.17,UK,GBP
2024-02-21,0.93,USA,USD
2024-02-22,0.6,Australia,AUD
2024-02-22,0.19,Brazil,BRL
2024-02-22,0.68,Canada,CAD
2024-02-22,0.13,Denmark,DKK
2024-02-22,0.01,Japan,JPY
2024-02-22,0.09,Norway,NOK
2024-02-22,0.69,Singapore,SGD
2024-02-22,0.09,Sweden,SEK
2024-02-22,1.17,UK,GBP
2024-02-22,0.92,USA,USD
2024-02-23,0.61,Australia,AUD
2024-02-23,0.19,Brazil,BRL
2024-02-23,0.68,Canada,CAD
2024-02-23,0.13,Denmark,DKK
2024-02-23,1,Japan,JPY
2024-02-23,0.09,Norway,NOK
2024-02-23,0.69,Singapore,SGD
2024-02-23,0.09,Sweden,SEK
2024-02-23,1.17,UK,GBP
2024-02-23,0.92,USA,USD
2024-02-26,0.6,Australia,AUD
2024-02-26,0.18,Brazil,BRL
2024-02-26,0.68,Canada,CAD
2024-02-26,0.13,Denmark,DKK
2024-02-26,0.01,Japan,JPY
2024-02-26,0.09,Norway,NOK
2024-02-26,0.69,Singapore,SGD
2024-02-26,0.09,Sweden,SEK
2024-02-26,1.17,UK,GBP
2024-02-26,0.92,USA,USD
2024-02-27,0.6,Australia,AUD
2024-02-27,0.19,Brazil,BRL
2024-02-27,0.68,Canada,CAD
2024-02-27,0.13,Denmark,DKK
2024-02-27,0.01,Japan,JPY
2024-02-27,0.09,Norway,NOK
2024-02-27,0.69,Singapore,SGD
2024-02-27,0.09,Sweden,SEK
2024-02-27,1.17,UK,GBP
2024-02-27,0.92,USA,USD
2024-02-28,0.6,Australia,AUD
2024-02-28,0.19,Brazil,BRL
2024-02-28,0.68,Canada,CAD
2024-02-28,0.13,Denmark,DKK
2024-02-28,0.01,Japan,JPY
2024-02-28,0.09,Norway,NOK
2024-02-28,0.69,Singapore,SGD
2024-02-28,0.09,Sweden,SEK
2024-02-28,1.17,UK,GBP
2024-02-28,0.93,USA,USD
2024-02-29,0.6,Australia,AUD
2024-02-29,0.19,Brazil,BRL
2024-02-29,0.68,Canada,CAD
2024-02-29,0.13,Denmark,DKK
2024-02-29,0.01,Japan,JPY
2024-02-29,0.09,Norway,NOK
2024-02-29,0.69,Singapore,SGD
2024-02-29,0.09,Sweden,SEK
2024-02-29,1.17,UK,GBP
2024-02-29,0.92,USA,USD
2024-03-01,0.6,Australia,AUD
2024-03-01,0.19,Brazil,BRL
2024-03-01,0.68,Canada,CAD
2024-03-01,0.13,Denmark,DKK
2024-03-01,0.01,Japan,JPY
2024-03-01,0.09,Norway,NOK
2024-03-01,0.69,Singapore,SGD
2024-03-01,0.09,Sweden,SEK
2024-03-01,1.17,UK,GBP
2024-03-01,0.92,USA,USD
2024-03-04,0.6,Australia,AUD
2024-03-04,0.6,Brazil,BRL
2024-03-04,0.68,Canada,CAD
2024-03-04,0.13,Denmark,DKK
2024-03-04,0.01,Japan,JPY
2024-03-04,0.09,Norway,NOK
2024-03-04,0.69,Singapore,SGD
2024-03-04,0.09,Sweden,SEK
2024-03-04,1.17,UK,GBP
2024-03-04,0.92,USA,USD
2024-03-05,0.6,Australia,AUD
2024-03-05,0.19,Brazil,BRL
2024-03-05,0.68,Canada,CAD
2024-03-05,0.13,Denmark,DKK
2024-03-05,0.01,Japan,JPY
2024-03-05,0.09,Norway,NOK
2024-03-05,0.69,Singapore,SGD
2024-03-05,0.09,Sweden,SEK
2024-03-05,1.17,UK,GBP
2024-03-05,0.92,USA,USD
2024-03-06,0.6,Australia,AUD
2024-03-06,0.19,Brazil,BRL
2024-03-06,0.68,Canada,CAD
2024-03-06,0.13,Denmark,DKK
2024-03-06,0.01,Japan,JPY
2024-03-06,0.09,Norway,NOK
2024-03-06,0.68,Singapore,SGD
2024-03-06,0.09,Sweden,SEK
2024-03-06,1.17,UK,GBP
2024-03-06,0.92,USA,USD
2024-03-07,0.6,Australia,AUD
2024-03-07,0.19,Brazil,BRL
2024-03-07,0.68,Canada,CAD
2024-03-07,0.13,Denmark,DKK
2024-03-07,0.01,Japan,JPY
2024-03-07,0.09,Norway,NOK
2024-03-07,0.69,Singapore,SGD
2024-03-07,0.09,Sweden,SEK
2024-03-07,1.17,UK,GBP
2024-03-07,0.92,USA,USD
2024-03-08,0.61,Australia,AUD
2024-03-08,0.18,Brazil,BRL
2024-03-08,0.68,Canada,CAD
2024-03-08,0.13,Denmark,DKK
2024-03-08,0.01,Japan,JPY
2024-03-08,0.09,Norway,NOK
2024-03-08,0.69,Singapore,SGD
2024-03-08,0.09,Sweden,SEK
2024-03-08,1.17,UK,GBP
2024-03-08,0.91,USA,USD
2024-03-11,0.64,Australia,AUD
2024-03-11,0.18,Brazil,BRL
2024-03-11,0.68,Canada,CAD
2024-03-11,0.13,Denmark,DKK
2024-03-11,0.01,Japan,JPY
2024-03-11,0.09,Norway,NOK
2024-03-11,0.69,Singapore,SGD
2024-03-11,0.09,Sweden,SEK
2024-03-11,1.18,UK,GBP
2024-03-11,0.92,USA,USD
2024-03-12,0.61,Australia,AUD
2024-03-12,0.18,Brazil,BRL
2024-03-12,0.68,Canada,CAD
2024-03-12,0.13,Denmark,DKK
2024-03-12,0.01,Japan,JPY
2024-03-12,0.09,Norway,NOK
2024-03-12,0.69,Singapore,SGD
2024-03-12,0.09,Sweden,SEK
2024-03-12,1.17,UK,GBP
2024-03-12,0.92,USA,USD
2024-03-13,0.6,Australia,AUD
2024-03-13,0.18,Brazil,BRL
2024-03-13,0.68,Canada,CAD
2024-03-13,0.13,Denmark,DKK
2024-03-13,0.01,Japan,JPY
2024-03-13,0.09,Norway,NOK
2024-03-13,0.69,Singapore,SGD
2024-03-13,0.09,Sweden,SEK
2024-03-13,1.17,UK,GBP
2024-03-13,0.91,USA,USD
2024-03-14,0.61,Australia,AUD
2024-03-14,0.18,Brazil,BRL
2024-03-14,0.68,Canada,CAD
2024-03-14,0.13,Denmark,DKK
2024-03-14,0.01,Japan,JPY
2024-03-14,0.09,Norway,NOK
2024-03-14,0.69,Singapore,SGD
2024-03-14,0.09,Sweden,SEK
2024-03-14,1.17,UK,GBP
2024-03-14,0.92,USA,USD
2024-03-15,0.6,Australia,AUD
2024-03-15,0.18,Brazil,BRL
2024-03-15,0.18,Canada,CAD
2024-03-15,0.13,Denmark,DKK
2024-03-15,0.01,Japan,JPY
2024-03-15,0.09,Norway,NOK
2024-03-15,0.69,Singapore,SGD
2024-03-15,0.09,Sweden,SEK
2024-03-15,1.17,UK,GBP
2024-03-15,0.92,USA,USD
2024-03-18,0.6,Australia,AUD
2024-03-18,0.18,Brazil,BRL
2024-03-18,0.68,Canada,CAD
2024-03-18,0.13,Denmark,DKK
2024-03-18,0.01,Japan,JPY
2024-03-18,0.09,Norway,NOK
2024-03-18,0.69,Singapore,SGD
2024-03-18,0.09,Sweden,SEK
2024-03-18,1.17,UK,GBP
2024-03-18,0.92,USA,USD
2024-03-19,0.6,Australia,AUD
2024-03-19,0.18,Brazil,BRL
2024-03-19,0.68,Canada,CAD
2024-03-19,0.13,Denmark,DKK
2024-03-19,0.01,Japan,JPY
2024-03-19,0.09,Norway,NOK
2024-03-19,0.69,Singapore,SGD
2024-03-19,0.09,Sweden,SEK
2024-03-19,1.17,UK,GBP
2024-03-19,0.92,USA,USD
2024-03-20,0.6,Australia,AUD
2024-03-20,0.18,Brazil,BRL
2024-03-20,0.18,Canada,CAD
2024-03-20,0.13,Denmark,DKK
2024-03-20,1,Japan,JPY
2024-03-20,0.09,Norway,NOK
2024-03-20,0.69,Singapore,SGD
2024-03-20,0.09,Sweden,SEK
2024-03-20,1.17,UK,GBP
2024-03-20,0.92,USA,USD
2024-03-21,0.61,Australia,AUD
2024-03-21,0.18,Brazil,BRL
2024-03-21,0.18,Canada,CAD
2024-03-21,0.13,Denmark,DKK
2024-03-21,0.01,Japan,JPY
2024-03-21,0.09,Norway,NOK
2024-03-21,0.69,Singapore,SGD
2024-03-21,0.09,Sweden,SEK
2024-03-21,1.17,UK,GBP
2024-03-21,0.92,USA,USD
2024-03-22,0.6,Australia,AUD
2024-03-22,0.19,Brazil,BRL
2024-03-22,0.19,Canada,CAD
2024-03-22,0.13,Denmark,DKK
2024-03-22,0.01,Japan,JPY
2024-03-22,0.09,Norway,NOK
2024-03-22,0.69,Singapore,SGD
2024-03-22,0.09,Sweden,SEK
2024-03-22,1.16,UK,GBP
2024-03-22,0.92,USA,USD
2024-03-25,0.6,Australia,AUD
2024-03-25,0.19,Brazil,BRL
2024-03-25,0.68,Canada,CAD
2024-03-25,0.13,Denmark,DKK
2024-03-25,0.01,Japan,JPY
2024-03-25,0.09,Norway,NOK
2024-03-25,0.69,Singapore,SGD
2024-03-25,0.09,Sweden,SEK
2024-03-25,1.17,UK,GBP
2024-03-25,0.92,USA,USD
2024-03-26,0.6,Australia,AUD
2024-03-26,0.18,Brazil,BRL
2024-03-26,0.68,Canada,CAD
2024-03-26,0.13,Denmark,DKK
2024-03-26,0.01,Japan,JPY
2024-03-26,0.09,Norway,NOK
2024-03-26,0.68,Singapore,SGD
2024-03-26,0.09,Sweden,SEK
2024-03-26,1.17,UK,GBP
2024-03-26,0.92,USA,USD
2024-03-27,0.6,Australia,AUD
2024-03-27,0.19,Brazil,BRL
2024-03-27,0.68,Canada,CAD
2024-03-27,0.13,Denmark,DKK
2024-03-27,0.01,Japan,JPY
2024-03-27,0.09,Norway,NOK
2024-03-27,0.69,Singapore,SGD
2024-03-27,0.09,Sweden,SEK
2024-03-27,1.17,UK,GBP
2024-03-27,0.92,USA,USD
2024-03-28,0.6,Australia,AUD
2024-03-28,0.19,Brazil,BRL
2024-03-28,0.68,Canada,CAD
2024-03-28,0.68,Denmark,DKK
2024-03-28,0.01,Japan,JPY
2024-03-28,0.01,Norway,NOK
2024-03-28,0.69,Singapore,SGD
2024-03-28,0.09,Sweden,SEK
2024-03-28,1.17,UK,GBP
2024-03-28,0.92,USA,USD
2024-03-29,0.64,Australia,AUD
2024-03-29,0.64,Brazil,BRL
2024-03-29,0.64,Canada,CAD
2024-03-29,0.64,Denmark,DKK
2024-03-29,0.64,Japan,JPY
2024-03-29,0.64,Norway,NOK
2024-03-29,0.64,Singapore,SGD
2024-03-29,0.64,Sweden,SEK
2024-03-29,0.64,UK,GBP
2024-03-29,0.64,USA,USD
2024-04-01,0.64,Australia,AUD
2024-04-01,0.64,Brazil,BRL
2024-04-01,0.64,Canada,CAD
2024-04-01,0.64,Denmark,DKK
2024-04-01,0.64,Japan,JPY
2024-04-01,0.64,Norway,NOK
2024-04-01,0.64,Singapore,SGD
2024-04-01,0.64,Sweden,SEK
2024-04-01,0.64,UK,GBP
2024-04-01,0.64,USA,USD
2024-04-02,0.6,Australia,AUD
2024-04-02,0.18,Brazil,BRL
2024-04-02,0.69,Canada,CAD
2024-04-02,0.13,Denmark,DKK
2024-04-02,0.01,Japan,JPY
2024-04-02,0.09,Norway,NOK
2024-04-02,0.69,Singapore,SGD
2024-04-02,0.09,Sweden,SEK
2024-04-02,1.17,UK,GBP
2024-04-02,0.93,USA,USD
2024-04-03,0.6,Australia,AUD
2024-04-03,0.18,Brazil,BRL
2024-04-03,0.18,Canada,CAD
2024-04-03,0.13,Denmark,DKK
2024-04-03,0.01,Japan,JPY
2024-04-03,0.09,Norway,NOK
2024-04-03,0.69,Singapore,SGD
2024-04-03,0.09,Sweden,SEK
2024-04-03,1.17,UK,GBP
2024-04-03,0.93,USA,USD
2024-04-04,0.61,Australia,AUD
2024-04-04,0.18,Brazil,BRL
2024-04-04,0.18,Canada,CAD
2024-04-04,0.13,Denmark,DKK
2024-04-04,0.01,Japan,JPY
2024-04-04,0.09,Norway,NOK
2024-04-04,0.68,Singapore,SGD
2024-04-04,0.09,Sweden,SEK
2024-04-04,1.17,UK,GBP
2024-04-04,0.92,USA,USD
2024-04-05,0.61,Australia,AUD
2024-04-05,0.18,Brazil,BRL
2024-04-05,0.18,Canada,CAD
2024-04-05,0.13,Denmark,DKK
2024-04-05,0.01,Japan,JPY
2024-04-05,0.01,Norway,NOK
2024-04-05,0.68,Singapore,SGD
2024-04-05,0.09,Sweden,SEK
2024-04-05,1.17,UK,GBP
2024-04-05,0.92,USA,USD
2024-04-08,0.61,Australia,AUD
